session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,market_price,volume
bt6k6rqp,ul125qb1,86T,1,BUY,1,13,0,,0,14,0
bt6k6rqp,vvh5zace,04R,1,BUY,2,11,0,,0,14,0
bt6k6rqp,ra4b7tia,14L,1,BUY,2,14,0,,0,14,0
bt6k6rqp,ul125qb1,86T,2,BUY,5,14,0,,0,14,0
bt6k6rqp,vvh5zace,04R,2,BUY,1,6,0,,0,14,0
bt6k6rqp,vvh5zace,04R,2,BUY,2,4,0,,0,14,0
bt6k6rqp,ra4b7tia,14L,2,BUY,1,13,0,,0,14,0
bt6k6rqp,o6s6ayqu,30G,2,BUY,2,17,0,,0,14,0
bt6k6rqp,s2q0vx6j,81K,2,BUY,2,15,0,,0,14,0
bt6k6rqp,ul125qb1,86T,3,BUY,5,14,0,,0,16,1
bt6k6rqp,vvh5zace,04R,3,BUY,1,12,0,,0,16,1
